timestamp,worker_id,request_index,session_id,text,status,elapsed_ms,response,error
2025-10-15T15:00:22.036658Z,0,0,fd88593e-dd72-4a68-9b26-ce46fcd38c4c,"Hello, this is Sara AI Core Phase 10M test message one. [worker=0, request=0]",404,539.0574932098389,"{""_raw"": ""<!doctype html>\n<html lang=en>\n<title>404 Not Found</title>\n<h1>Not Found</h1>\n<p>The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.</p>\n""}",
2025-10-15T15:00:22.301652Z,0,1,fd88593e-dd72-4a68-9b26-ce46fcd38c4c,"This is a second message for the same session to validate caching. [worker=0, request=1]",404,218.53876113891602,"{""_raw"": ""<!doctype html>\n<html lang=en>\n<title>404 Not Found</title>\n<h1>Not Found</h1>\n<p>The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.</p>\n""}",
2025-10-15T15:00:22.570033Z,0,2,fd88593e-dd72-4a68-9b26-ce46fcd38c4c,"Load test to verify Deepgram + R2 + cache performance under concurrency. [worker=0, request=2]",404,221.58217430114746,"{""_raw"": ""<!doctype html>\n<html lang=en>\n<title>404 Not Found</title>\n<h1>Not Found</h1>\n<p>The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.</p>\n""}",
2025-10-15T15:00:22.847211Z,0,3,fd88593e-dd72-4a68-9b26-ce46fcd38c4c,"Varying text to ensure cache key behavior remains consistent. [worker=0, request=3]",404,220.77083587646484,"{""_raw"": ""<!doctype html>\n<html lang=en>\n<title>404 Not Found</title>\n<h1>Not Found</h1>\n<p>The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.</p>\n""}",
2025-10-15T15:00:23.119231Z,0,4,fd88593e-dd72-4a68-9b26-ce46fcd38c4c,"Final sample line to complete load sequence. [worker=0, request=4]",404,233.59441757202148,"{""_raw"": ""<!doctype html>\n<html lang=en>\n<title>404 Not Found</title>\n<h1>Not Found</h1>\n<p>The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.</p>\n""}",
2025-10-15T15:00:22.004781Z,1,0,fd88593e-dd72-4a68-9b26-ce46fcd38c4c,"This is a second message for the same session to validate caching. [worker=1, request=0]",404,488.8501167297363,"{""_raw"": ""<!doctype html>\n<html lang=en>\n<title>404 Not Found</title>\n<h1>Not Found</h1>\n<p>The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.</p>\n""}",
2025-10-15T15:00:22.301652Z,1,1,fd88593e-dd72-4a68-9b26-ce46fcd38c4c,"Load test to verify Deepgram + R2 + cache performance under concurrency. [worker=1, request=1]",404,219.3589210510254,"{""_raw"": ""<!doctype html>\n<html lang=en>\n<title>404 Not Found</title>\n<h1>Not Found</h1>\n<p>The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.</p>\n""}",
2025-10-15T15:00:22.847211Z,1,2,fd88593e-dd72-4a68-9b26-ce46fcd38c4c,"Varying text to ensure cache key behavior remains consistent. [worker=1, request=2]",404,498.7602233886719,"{""_raw"": ""<!doctype html>\n<html lang=en>\n<title>404 Not Found</title>\n<h1>Not Found</h1>\n<p>The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.</p>\n""}",
2025-10-15T15:00:23.144726Z,1,3,fd88593e-dd72-4a68-9b26-ce46fcd38c4c,"Final sample line to complete load sequence. [worker=1, request=3]",404,259.08875465393066,"{""_raw"": ""<!doctype html>\n<html lang=en>\n<title>404 Not Found</title>\n<h1>Not Found</h1>\n<p>The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.</p>\n""}",
2025-10-15T15:00:23.403165Z,1,4,fd88593e-dd72-4a68-9b26-ce46fcd38c4c,"Hello, this is Sara AI Core Phase 10M test message one. [worker=1, request=4]",404,217.01931953430176,"{""_raw"": ""<!doctype html>\n<html lang=en>\n<title>404 Not Found</title>\n<h1>Not Found</h1>\n<p>The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.</p>\n""}",
